anchor	endpoint	alpha	beta	relation	n	direct	closed	formula_match	sign	cone_ok
left	x=1	2/3	2	beta_gt_alpha	41	-285614020399259586093584316084527746999404661426375/1797010299914431210413179829509605039731475627537851106401	-285614020399259586093584316084527746999404661426375/1797010299914431210413179829509605039731475627537851106401	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	42	16173092699229880893718618465586445357583280647840659957609/4789175894054784739617221812105361261686017362797456000000	16173092699229880893718618465586445357583280647840659957609/4789175894054784739617221812105361261686017362797456000000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	42	-20771928756309788079533404806147472509047611740100000/145557834293068928043467566190278008218249525830565939618481	-20771928756309788079533404806147472509047611740100000/145557834293068928043467566190278008218249525830565939618481	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	43	1310020508637620352391208095712502073964245732475093456566329/382132698382898596905639598589534143580165221757029739200000	1310020508637620352391208095712502073964245732475093456566329/382132698382898596905639598589534143580165221757029739200000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	43	-1514363919068706637033113616476003561007436320252160000/11790184577738583171520872861412518665678211592275841109096961	-1514363919068706637033113616476003561007436320252160000/11790184577738583171520872861412518665678211592275841109096961	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	44	106111661199647248543687855752712667991103904330482569981872649/30500835117014141052146659786550729599324665830502399792320000	106111661199647248543687855752712667991103904330482569981872649/30500835117014141052146659786550729599324665830502399792320000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	44	-12295626380819646765254059400379170448623745220030720000/106111661199647248543687855752712667991103904330482569981872649	-12295626380819646765254059400379170448623745220030720000/106111661199647248543687855752712667991103904330482569981872649	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	45	955004950796825236893190701774414011919935138974343129836853841/270585577032530631535695159438502772301131864305752094364800000	955004950796825236893190701774414011919935138974343129836853841/270585577032530631535695159438502772301131864305752094364800000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	45	-300163708908360472495390987330001078584886588762398880000/2865014852390475710679572105323242035759805416923029389510561523	-300163708908360472495390987330001078584886588762398880000/2865014852390475710679572105323242035759805416923029389510561523	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	46	25785133671514281396116148947909178321838248752307264505595053707/7203621345999020270405075920158012634931728621544091661148000000	25785133671514281396116148947909178321838248752307264505595053707/7203621345999020270405075920158012634931728621544091661148000000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	46	-7343290735793818702119386654323240672523118332222972600000/77355401014542844188348446843727534965514746256921793516785161121	-7343290735793818702119386654323240672523118332222972600000/77355401014542844188348446843727534965514746256921793516785161121	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	47	696198609130885597695136021593547814689632716312296141651066450089/191833171507356562762139253904411974224623252755864216455928500000	696198609130885597695136021593547814689632716312296141651066450089/191833171507356562762139253904411974224623252755864216455928500000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	47	-60005175726772347108746988089612766638331766943307718960000/696198609130885597695136021593547814689632716312296141651066450089	-60005175726772347108746988089612766638331766943307718960000/696198609130885597695136021593547814689632716312296141651066450089	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	48	6265787482177970379256224194341930332206694446810665274859598050801/1703321964477973333194929522219011464196920098143293944809089220000	6265787482177970379256224194341930332206694446810665274859598050801/1703321964477973333194929522219011464196920098143293944809089220000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	48	-1473868304498297721101670138041100402205988976755739478172800/18797362446533911137768672583025790996620083340431995824578794152403	-1473868304498297721101670138041100402205988976755739478172800/18797362446533911137768672583025790996620083340431995824578794152403	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	49	169176262018805200239918053247232118969580750063887962421209147371627/45384512766467223588469133904960201930743348685587436778866179593600	169176262018805200239918053247232118969580750063887962421209147371627/45384512766467223588469133904960201930743348685587436778866179593600	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	49	-36269831556624398896884312424147169852476339593149724669876800/507528786056415600719754159741696356908742250191663887263627442114881	-36269831556624398896884312424147169852476339593149724669876800/507528786056415600719754159741696356908742250191663887263627442114881	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	50	4567759074507740406477787437675267212178680251724974985372646979033929/1209569141151547271203996374209120313900806894833076934966161981024000	4567759074507740406477787437675267212178680251724974985372646979033929/1209569141151547271203996374209120313900806894833076934966161981024000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	50	-298054842196817629251319269877389369673034883565186852076694400/4567759074507740406477787437675267212178680251724974985372646979033929	-298054842196817629251319269877389369673034883565186852076694400/4567759074507740406477787437675267212178680251724974985372646979033929	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	51	41109831670569663658300086939077404909608122265524774868353822811305361/10748312143251593857687181133665223689198389279558074795835017022960000	41109831670569663658300086939077404909608122265524774868353822811305361/10748312143251593857687181133665223689198389279558074795835017022960000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	51	-66246906435443616463783792436898995749968885441469832404970944000/1109965455105380918774102347355089932559419301169168921445553215905244747	-66246906435443616463783792436898995749968885441469832404970944000/1109965455105380918774102347355089932559419301169168921445553215905244747	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	52	9989689095948428268966921126195809393034773710522520293009978943147202723/2579392116038057024074023713945056228356873834843380251475954368208080000	9989689095948428268966921126195809393034773710522520293009978943147202723/2579392116038057024074023713945056228356873834843380251475954368208080000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	52	-14748970350945583338164227970724149144697618222378147232706712896000/269721605590607563262106870407286853611938890184108047911269431464974473521	-14748970350945583338164227970724149144697618222378147232706712896000/269721605590607563262106870407286853611938890184108047911269431464974473521	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	53	2427494450315468069358961833665581682507450011656972431201424883184770261689/619147903926080524215004746754593315032135424865496474181555446710601312000	2427494450315468069358961833665581682507450011656972431201424883184770261689/619147903926080524215004746754593315032135424865496474181555446710601312000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	53	-121813086943946022388383646467298995435979874136641334190127715145600/2427494450315468069358961833665581682507450011656972431201424883184770261689	-121813086943946022388383646467298995435979874136641334190127715145600/2427494450315468069358961833665581682507450011656972431201424883184770261689	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	54	21847450052839212624230656502990235142567050104912751880812823948662932355201/5505591815820614739350827923413896659772767862407862803533909277438295043200	21847450052839212624230656502990235142567050104912751880812823948662932355201/5505591815820614739350827923413896659772767862407862803533909277438295043200	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	54	-3022887920740555239795941542596393492003395297654020477402379878481600/65542350158517637872691969508970705427701150314738255642438471845988797065603	-3022887920740555239795941542596393492003395297654020477402379878481600/65542350158517637872691969508970705427701150314738255642438471845988797065603	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	55	589881151426658740854227725580736348849310352832644300781946246613899173590427/146902022228521853806550756339962900536606089862555662586774139460971049132000	589881151426658740854227725580736348849310352832644300781946246613899173590427/146902022228521853806550756339962900536606089862555662586774139460971049132000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	55	-75127817035610097012278808501479151505434655546414076982846079956310400/1769643454279976222562683176742209046547931058497932902345838739841697520771281	-75127817035610097012278808501479151505434655546414076982846079956310400/1769643454279976222562683176742209046547931058497932902345838739841697520771281	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	56	15926791088519786003064148590679881418931379526481396121112548658575277686941529/3920497707568809183712030620651822962596719694063304933463727260932085803060000	15926791088519786003064148590679881418931379526481396121112548658575277686941529/3920497707568809183712030620651822962596719694063304933463727260932085803060000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	56	-623284256470184294032318928508764789958880733770513046622735303904048000/15926791088519786003064148590679881418931379526481396121112548658575277686941529	-623284256470184294032318928508764789958880733770513046622735303904048000/15926791088519786003064148590679881418931379526481396121112548658575277686941529	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	57	143341119796678074027577337316118932770382415738332565090012937927177499182473761/34883493337245792526494420905203596015530368569503070898335349982717752347040000	143341119796678074027577337316118932770382415738332565090012937927177499182473761/34883493337245792526494420905203596015530368569503070898335349982717752347040000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	57	-15534567782023830582619067531731163112449730830670159916249699396455976000/430023359390034222082732011948356798311147247214997695270038813781532497547421283	-15534567782023830582619067531731163112449730830670159916249699396455976000/430023359390034222082732011948356798311147247214997695270038813781532497547421283	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	58	3870210234510307998744588107535211184800325224934979257430349324033792477926791547/931330147539484277758203589997910244807854857130190462356912598182661076221312000	3870210234510307998744588107535211184800325224934979257430349324033792477926791547/931330147539484277758203589997910244807854857130190462356912598182661076221312000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	58	-387702065432017699655397842791926602006450331419872974696697415756796358400/11610630703530923996233764322605633554400975674804937772291047972101377433780374641	-387702065432017699655397842791926602006450331419872974696697415756796358400/11610630703530923996233764322605633554400975674804937772291047972101377433780374641	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	59	104495676331778315966103878903450701989608781073244439950619431748912396904023371769/24869568480771572787546521766354032750287127488186348264478277560323551263227788800	104495676331778315966103878903450701989608781073244439950619431748912396904023371769/24869568480771572787546521766354032750287127488186348264478277560323551263227788800	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	59	-3229552054302032154929575261585630795772398530156445847394171175569040844800/104495676331778315966103878903450701989608781073244439950619431748912396904023371769	-3229552054302032154929575261585630795772398530156445847394171175569040844800/104495676331778315966103878903450701989608781073244439950619431748912396904023371769	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	60	940461086986004843694934910131056317906479029659199959555574885740211572136210345921/221406232349967968206422894731131751111096663809422090445527129946085132478286528000	940461086986004843694934910131056317906479029659199959555574885740211572136210345921/221406232349967968206422894731131751111096663809422090445527129946085132478286528000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	60	-242424762269704155629713601087411705218141012247549983447943107275779291801600/8464149782874043593254414191179506861158311266932799636000173971661904149225893113289	-242424762269704155629713601087411705218141012247549983447943107275779291801600/8464149782874043593254414191179506861158311266932799636000173971661904149225893113289	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	61	76177348045866392339289727720615561750424801402395196724001565744957137343033038019601/17743107744543515977464028292047839409317838634312673515427266312269218681094021760000	76177348045866392339289727720615561750424801402395196724001565744957137343033038019601/17743107744543515977464028292047839409317838634312673515427266312269218681094021760000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	61	-18219736039332452946545662831725785970300910451729928443509474156195287399464000/685596132412797531053607549485540055753823212621556770516014091704614236087297342176409	-18219736039332452946545662831725785970300910451729928443509474156195287399464000/685596132412797531053607549485540055753823212621556770516014091704614236087297342176409	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	62	6170365191715177779482467945369860501784408913594010934644126825341528124785676079587681/1422141769846135204729415910515298699798627119823436340607058657903935500894473511960000	6170365191715177779482467945369860501784408913594010934644126825341528124785676079587681/1422141769846135204729415910515298699798627119823436340607058657903935500894473511960000	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	62	-152327504674995844586744748386399720203621554209415122900302767103959638402249500/6170365191715177779482467945369860501784408913594010934644126825341528124785676079587681	-152327504674995844586744748386399720203621554209415122900302767103959638402249500/6170365191715177779482467945369860501784408913594010934644126825341528124785676079587681	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	63	55533286725436600015342211508328744516059680222346098411797141428073753123071084716289129/12667317581701609104818215660633143755369790696619617828089892189897217800515341709655250	55533286725436600015342211508328744516059680222346098411797141428073753123071084716289129/12667317581701609104818215660633143755369790696619617828089892189897217800515341709655250	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	63	-3825018208300525026168412884656532274875274663322851911261588644174113773250332200/166599860176309800046026634524986233548179040667038295235391424284221259369213254148867387	-3825018208300525026168412884656532274875274663322851911261588644174113773250332200/166599860176309800046026634524986233548179040667038295235391424284221259369213254148867387	true	negative	false
right	x=0	2/3	2	beta_gt_alpha	64	1499398741586788200414239710724876101933611366003344657118522818557991334322919287339806483/338545135201029438299260535746907334295610252338047939967789859939504804125940789831891150	1499398741586788200414239710724876101933611366003344657118522818557991334322919287339806483/338545135201029438299260535746907334295610252338047939967789859939504804125940789831891150	true	positive	true
left	x=1	2/3	2	beta_gt_alpha	64	-96154833575554717991617619422023844581566097269175681628145797572067579208967306200/4498196224760364601242719132174628305800834098010033971355568455673974002968757862019419449	-96154833575554717991617619422023844581566097269175681628145797572067579208967306200/4498196224760364601242719132174628305800834098010033971355568455673974002968757862019419449	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	1	63/50	63/50	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	1	-7/144	-7/144	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	2	567/220	567/220	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	2	-7/972	-7/972	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	3	2187/484	2187/484	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	3	-11/6561	-11/6561	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	4	59049/8228	59049/8228	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	4	-121/236196	-121/236196	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	5	3720087/349690	3720087/349690	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	5	-14399/76527504	-14399/76527504	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	6	301327047/20107175	301327047/20107175	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	6	-244783/3099363912	-244783/3099363912	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	7	24407490807/1202409065	24407490807/1202409065	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	7	-511819/13947137604	-511819/13947137604	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	8	219667417263/8241967591	219667417263/8241967591	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	8	-13912171/753145430616	-13912171/753145430616	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	9	5931020266101/173830589192	5931020266101/173830589192	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	9	-403452959/40669853253264	-403452959/40669853253264	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	10	22876792454961/534863351360	22876792454961/534863351360	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	10	-128572921/22876792454961	-128572921/22876792454961	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	11	205891132094649/3908616798400	205891132094649/3908616798400	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	11	-2057166736/617673396283947	-2057166736/617673396283947	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	12	38913423965888661/608962497190720	38913423965888661/608962497190720	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	12	-34200396986/16677181699666569	-34200396986/16677181699666569	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	13	1050662447078993847/13732104311650736	1050662447078993847/13732104311650736	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	13	-783591448591/600378541187996484	-783591448591/600378541187996484	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	14	9455962023710944623/104404381310638684	9455962023710944623/104404381310638684	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	14	-20788220194973/24315330918113857602	-20788220194973/24315330918113857602	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	15	765932923920586514463/7216185178823556100	765932923920586514463/7216185178823556100	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	15	-565658412673739/984770902183611232881	-565658412673739/984770902183611232881	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	16	62040566837567507671503/503233966417958517500	62040566837567507671503/503233966417958517500	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	16	-6996301419912035/17725876239305002191858	-6996301419912035/17725876239305002191858	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	17	79766443076872509863361/561503162529511609000	79766443076872509863361/561503162529511609000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	17	-264859982325241325/957197316922470118360332	-264859982325241325/957197316922470118360332	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	18	2153693963075557766310747/13251474635696473972400	2153693963075557766310747/13251474635696473972400	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	18	-1276143551203435475/6461081889226673298932241	-1276143551203435475/6461081889226673298932241	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	19	407048159021280417832731183/2203358828062622808683600	407048159021280417832731183/2203358828062622808683600	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	19	-8332763425249309900/58149737003040059690390169	-8332763425249309900/58149737003040059690390169	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	20	3663433431191523760494580647/17548490270933537389318000	3663433431191523760494580647/17548490270933537389318000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	20	-165658959834575954425/1570042899082081611640534563	-165658959834575954425/1570042899082081611640534563	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	21	98912702642171141533353677469/421545255421338235112965000	98912702642171141533353677469/421545255421338235112965000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	21	-13352112162666821926655/169564633100864814057177732804	-13352112162666821926655/169564633100864814057177732804	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	22	2670642971338620821400549291663/10176102465871104995626975100	2670642971338620821400549291663/10176102465871104995626975100	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	22	-45397181353067194550627/763040848953891663257299797618	-45397181353067194550627/763040848953891663257299797618	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	23	24035786742047587392604943624967/82254219008748900995421734116	24035786742047587392604943624967/82254219008748900995421734116	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	23	-4214953684088623370969753/92709463147897837085761925410587	-4214953684088623370969753/92709463147897837085761925410587	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	24	834385168331080533771857328695283/2575189779735446361933588137324	834385168331080533771857328695283/2575189779735446361933588137324	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	24	-1581811904014401942219648733/45056799089878348823680295749545282	-1581811904014401942219648733/45056799089878348823680295749545282	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	25	202755595904452569706561330872953769/566541751541798199625389390211280	202755595904452569706561330872953769/566541751541798199625389390211280	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	25	-22199911894271089327013690839/811022383617810278826245323491815076	-22199911894271089327013690839/811022383617810278826245323491815076	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	26	12773602541980511891513363844996087447/32429631295151207288901599577611200	12773602541980511891513363844996087447/32429631295151207288901599577611200	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	26	-117889187300611991598624427214/5474401089420219382077155933569751763	-117889187300611991598624427214/5474401089420219382077155933569751763	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	27	344887268633473821070860823814894361069/798216235119963164235102130293064640	344887268633473821070860823814894361069/798216235119963164235102130293064640	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	27	-2525110334438914916822149021616/147808829414345923316083210206383297601	-2525110334438914916822149021616/147808829414345923316083210206383297601	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	28	9311956253103793168913242243002147748863/19708216334219993738888618404074570176	9311956253103793168913242243002147748863/19708216334219993738888618404074570176	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	28	-18169594321799369633343245681749/1330279464729113309844748891857449678409	-18169594321799369633343245681749/1330279464729113309844748891857449678409	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	29	83807606277934138520219180187019329739767/162672253371565835417358878520728407864	83807606277934138520219180187019329739767/162672253371565835417358878520728407864	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	29	-6321367042684198871527691020368493/574680728762976949852931521282418261072688	-6321367042684198871527691020368493/574680728762976949852931521282418261072688	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	30	2262805369504221740045917865049521902973709/4039078109282628981669649426906722399805	2262805369504221740045917865049521902973709/4039078109282628981669649426906722399805	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	30	-69196996451200829358380660527777033/7758189838300188823014575537312646524481288	-69196996451200829358380660527777033/7758189838300188823014575537312646524481288	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	31	8727963568087712425891397479476727340041449/14363566538358012154065865609053317624975	8727963568087712425891397479476727340041449/14363566538358012154065865609053317624975	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	31	-254109978564493801929515534879315659/34911854272350849703565589917906909360165796	-254109978564493801929515534879315659/34911854272350849703565589917906909360165796	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	32	78551672112789411833022577315290546060373041/119471076971989583446171376301184653657145	78551672112789411833022577315290546060373041/119471076971989583446171376301184653657145	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	32	-33796627149077675656625566138948982647/5655720392120837651977625566700919316346858952	-33796627149077675656625566138948982647/5655720392120837651977625566700919316346858952	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	33	6362685441135942358474828762538534230890216321/8963744232241275603704172404768882871533222	6362685441135942358474828762538534230890216321/8963744232241275603704172404768882871533222	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	33	-4520527236777984238503781805990770678919/916226703523575699620375341805548929248191150224	-4520527236777984238503781805990770678919/916226703523575699620375341805548929248191150224	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	34	515377520732011331036461129765621272702107522001/673976660921492668365000206218027895908254692	515377520732011331036461129765621272702107522001/673976660921492668365000206218027895908254692	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	34	-8443033089458738698656423202369675535449/2061510082928045324145844519062485090808430088004	-8443033089458738698656423202369675535449/2061510082928045324145844519062485090808430088004	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	35	4638397686588101979328150167890591454318967698009/5642037908283050289229055780360020152802388140	4638397686588101979328150167890591454318967698009/5642037908283050289229055780360020152802388140	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	35	-47547607398530791618749330665976593804897/13915193059764305937984450503671774362956903094027	-47547607398530791618749330665976593804897/13915193059764305937984450503671774362956903094027	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	36	125236737537878753441860054533045969266612127846243/141964638056595779544771585728492005059379928300	125236737537878753441860054533045969266612127846243/141964638056595779544771585728492005059379928300	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	36	-4304887223697749364251381707219573146797213/1502840850454545041302320654396551631199345534154916	-4304887223697749364251381707219573146797213/1502840850454545041302320654396551631199345534154916	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	37	3381391913522726342930221472392241170198527451848561/3578600914703572073601665280248217696766061731070	3381391913522726342930221472392241170198527451848561/3578600914703572073601665280248217696766061731070	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	37	-130511580952592742921084572245705595645583799/54102270616363621486883543558275858723176439229576976	-130511580952592742921084572245705595645583799/54102270616363621486883543558275858723176439229576976	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	38	30432527221704537086371993251530170531786747066637049/30121345747907383478047187517406339686682143985177	30432527221704537086371993251530170531786747066637049/30121345747907383478047187517406339686682143985177	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	38	-1490196692618977068126808861495391069444523029/730380653320908890072927838036724092762881929599289176	-1490196692618977068126808861495391069444523029/730380653320908890072927838036724092762881929599289176	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	39	821678234986022501332043817791314604358242170799200323/761849647331218455286217889159765225733887397868989	821678234986022501332043817791314604358242170799200323/761849647331218455286217889159765225733887397868989	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	39	-17085278359561760339221320202726227842701159379/9860138819832270015984525813495775252298906049590403876	-17085278359561760339221320202726227842701159379/9860138819832270015984525813495775252298906049590403876	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	40	22185312344622607535965183080365494317672538611578408721/19299347378407112031752197358283089190102629264953625	22185312344622607535965183080365494317672538611578408721/19299347378407112031752197358283089190102629264953625	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	40	-262203035120631751167880683618582849704371492457/177482498756980860287721464642923954541380308892627269768	-262203035120631751167880683618582849704371492457/177482498756980860287721464642923954541380308892627269768	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	41	199667811101603467823686647723289448859052847504205678489/163208011656719763482048180619730141142516949386500000	199667811101603467823686647723289448859052847504205678489/163208011656719763482048180619730141142516949386500000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	41	-36350875323542129139183458410758076890833320545175/28752164798630899366610877272153680635703610040605617702416	-36350875323542129139183458410758076890833320545175/28752164798630899366610877272153680635703610040605617702416	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	42	16173092699229880893718618465586445357583280647840659957609/12439417906635804518486290421052886393989655487785600000	16173092699229880893718618465586445357583280647840659957609/12439417906635804518486290421052886393989655487785600000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	42	-158047284015400561474710688742426421264492698022500/145557834293068928043467566190278008218249525830565939618481	-158047284015400561474710688742426421264492698022500/145557834293068928043467566190278008218249525830565939618481	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	43	1310020508637620352391208095712502073964245732475093456566329/949398008404717010945688443700705946783019184489514880000	1310020508637620352391208095712502073964245732475093456566329/949398008404717010945688443700705946783019184489514880000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	43	-1225780230513522948569819069765497794524983145440000/1310020508637620352391208095712502073964245732475093456566329	-1225780230513522948569819069765497794524983145440000/1310020508637620352391208095712502073964245732475093456566329	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	44	11790184577738583171520872861412518665678211592275841109096961/8061539610681681261304786516862886110565525526761569920000	11790184577738583171520872861412518665678211592275841109096961/8061539610681681261304786516862886110565525526761569920000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	44	-28613492242598912020205590359924931230174939009380000/35370553733215749514562618584237555997034634776827523327290883	-28613492242598912020205590359924931230174939009380000/35370553733215749514562618584237555997034634776827523327290883	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	45	318334983598941745631063567258138003973311712991447709945617947/205612140602226923659342826321050738830647313302243232800000	318334983598941745631063567258138003973311712991447709945617947/205612140602226923659342826321050738830647313302243232800000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	45	-670008278813304626105783453861609550412693278487497500/955004950796825236893190701774414011919935138974343129836853841	-670008278813304626105783453861609550412693278487497500/955004950796825236893190701774414011919935138974343129836853841	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	46	8595044557171427132038716315969726107279416250769088168531684569/5250452876092580372015361457841117080854029607539425409000000	8595044557171427132038716315969726107279416250769088168531684569/5250452876092580372015361457841117080854029607539425409000000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	46	-5245207668424156215799561895945171908945084523016409000/8595044557171427132038716315969726107279416250769088168531684569	-5245207668424156215799561895945171908945084523016409000/8595044557171427132038716315969726107279416250769088168531684569	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	47	541487807101799909318439127906092744758603223798452554617496127847/313197014705888265734104904333733835468772657560594639111720000	541487807101799909318439127906092744758603223798452554617496127847/313197014705888265734104904333733835468772657560594639111720000	true	positive	true
left	x=1	2/3	3	beta_gt_alpha	47	-123540067672766596988596740184496872490683049589162950800/232066203043628532565045340531182604896544238770765380550355483363	-123540067672766596988596740184496872490683049589162950800/232066203043628532565045340531182604896544238770765380550355483363	true	negative	false
right	x=0	2/3	3	beta_gt_alpha	48	14620170791748597551597856453464504108482287042558218974672395451869/8015632774013992156211433045736524537397271050086089152042772800	14620170791748597551597856453464504108482287042558218974672395451869/8015632774013992156211433045736524537397271050086089152042772800	true	positive	true
